neg,neu,pos,q,preds,category,texts,processed,wc,uwc
0.38062362096990404,0.5857316057803363,0.009779011150021605,0.023865762099737956,neu,test,เวลาเป็นส่วนรายได้ของรัฐบาลนะจะหา IT ระบบราชการไหนเป็นเลิศเท่าสรรพากรบ้าง ตามได้ถึงกระแสเงินสดในบัญชีธนาคาร แต่พอเป็นรายจ่าย สวัสดิการคืนให้ประชาชน ผายมือไปที่กระทรวงการคลังกับประกันสังคม อีควาย,เวลา|เป็น|ส่วน|รายได้|ของ|รัฐบาล|นะ|จะ|หา|it|ระบบ|ราชการ|ไหน|เป็นเลิศ|เท่า|สรรพากร|บ้าง|ตาม|ได้|ถึง|กระแส|เงินสด|ใน|บัญชี|ธนาคาร|แต่|พอ|เป็น|รายจ่าย|สวัสดิการ|คืน|ให้|ประชาชน|ผาย|มือ|ไป|ที่|กระทรวงการคลัง|กับ|ประกันสังคม|อี|ควาย,42,41
0.3408768063102891,0.3734876433420661,0.27262233438785766,0.013013215959787076,neu,test,ประเทศไทยน่าจะมีแผนสร้างเมืองใหม่เนอะ แบบกระจายเศรษฐกิจไปยังจังหวัดต่าง ๆ ไรเงี่ย ชอบซื้ออาวุธมากนัก ถ้ารัฐบาลมีความสามารถทากพอ ก็เอางบกลาโหมมาตั้งศูนย์วิจัยผลิตอาวุธ,ประเทศไทย|น่าจะ|มีแผน|สร้าง|เมือง|ใหม่|เนอะ|แบบ|กระจาย|เศรษฐกิจ|ไป|ยัง|จังหวัด|ต่าง|ๆ|ไร|เงี่ย|ชอบ|ซื้อ|อาวุธ|มาก|นัก|ถ้า|รัฐบาล|มี|ความสามารถ|ทาก|พอ|ก็|เอา|งบ|กลาโหม|มา|ตั้ง|ศูนย์|วิจัย|ผลิต|อาวุธ,38,37
0.2003068443642631,0.6322045367174797,0.1287688835993944,0.038719735318862775,neu,test,@bbrightvc นี่มันยางรัฐบาลหรือป่าว5555,@|bbrightvc|นี่|มัน|ยาง|รัฐบาล|หรือ|ป่าว|5|xxrep,10,10
0.611041626815915,0.37018898308732073,0.008602628050576022,0.010166762046188186,neg,test,เมื่อเตาไฟฟ้าบ้านคุณพัง แต่รัฐบาลไม่อนุญาติให้ซื้อเตาไฟฟ้าใหม่ ,เมื่อ|เตาไฟฟ้า|บ้าน|คุณ|พัง|แต่|รัฐบาล|ไม่|อนุ|ญาติ|ให้|ซื้อ|เตาไฟฟ้า|ใหม่,14,13
0.03629408232226859,0.7343939305214309,0.09343286245999845,0.135879124696302,neu,test,รัฐบาลช่วยปลดล็อคดาวร้านแว่นให้หน่อยได้มั้ยคะ,รัฐบาล|ช่วย|ปลด|ล็อค|ดาว|ร้าน|แว่น|ให้|หน่อย|ได้|มั้ย|คะ,12,12
0.7975611915907762,0.1429003006745732,0.052570957987961194,0.006967549746689218,neg,test,@VoiceTVOfficial แล้วรัฐบาลเปิดรับบริจาคกูไม่เห็นมึงไตรวจสอบเลย..เงินนำ้ท่วมไปถึงไหนแล้ว,@|voicetvofficial|แล้ว|รัฐบาล|เปิด|รับบริจาค|กู|ไม่เห็น|มึง|ไตร|วจ|สอบ|เลย|..|เงิน|น้ำท่วม|ไป|ถึง|ไหน|แล้ว,20,19
0.8752146280840084,0.10337955960863263,0.01052301479719354,0.010882797510165456,neg,test,คือกูโกรธรัฐบาลจนแบบไม่อยากโกรธแล้วอะ สมเพชชิบหาย มึงหลุดมาจากยุคสงครามเย็นหรอ,คือ|กู|โกรธ|รัฐบาล|จน|แบบ|ไม่|อยาก|โกรธ|แล้ว|อะ|สมเพช|ชิบหาย|มึง|หลุด|มาจาก|ยุค|สงครามเย็น|หรอ,19,18
0.37496317707246024,0.2649610760709119,0.35505853191951137,0.0050172149371166385,neg,test,@theonlyone143_ อยากให้ทั้งคู่ใช้อินเนอร์แบบนี้ในการฉอดรัฐบาลด้วยนะคะ สนามอารมณ์ยิ่ง คือแบบสัมผัสถึงความเกรี้ยวกราดมากๆของทั้งคู่ ชอบ555555555555555,@|theonlyone|143|_|อยาก|ให้|ทั้งคู่|ใช้|อิน|เนอ|ร์|แบบนี้|ใน|การ|ฉอด|รัฐบาล|ด้วย|นะคะ|สนาม|อารมณ์|ยิ่ง|คือ|แบบ|สัมผัส|ถึง|ความ|เกรี้ยวกราด|มาก|ๆ|ของ|ทั้งคู่|ชอบ|5|xxrep,34,33
0.08133494036382638,0.8869857878254163,0.0252409382537878,0.0064383335569696675,neu,test,"คำชมเรื่อง สถานกักตัว ""โควิด"" ของรัฐบาลไทย👏🏻👏🏻👏🏻 - Dady on Duty - Australia ","คำชม|เรื่อง|สถาน|กักตัว|""|โค|วิด|""|ของ|รัฐบาล|ไทย|👏|🏻|👏|🏻|👏|🏻|-|dady|on|duty|-|australia",23,17
0.5878976606493331,0.3536773797378175,0.05261054940105685,0.005814410211792605,neg,test,งดจ่ายไม่พอ ต้องเรียกคืนด้วย และไม่ใช่แค่พวก สว ะ ด้วยครับ ทั้งรัฐบาล เจ้าหน้าที่รัฐบ้างคนด้วย #รัฐบาลทํางานไม่เป็น #โควิด19 #สวมีไว้ทําไม ,งด|จ่าย|ไม่พอ|ต้อง|เรียกคืน|ด้วย|และ|ไม่ใช่|แค่|พวก|สว|ะ|ด้วย|ครับ|ทั้ง|รัฐบาล|เจ้าหน้าที่|รัฐ|บ้าง|คน|ด้วย|#|รัฐบาล|ทํางาน|ไม่|เป็น|#|โค|วิด|19|#|สว|มี|ไว้|ทําไม,35,29
0.2266679989054062,0.7571363353184036,0.013383951406897339,0.0028117143692929273,neu,test,"หมอหัวใจประชาธิปไตยจากเสรีรวมไทยจะไม่ทน! นพ.เรวัตอดีตรองอธิบดีกรมการแพทย์ สส.เสรีรวมไทยเตือนหมออย่าตกเป็นเครื่องมือรัฐบาลที่เอาความเห็นของหมอมาอ้างเพื่อใช้อำนาจเผด็จการกับประชาชน #เสรีพิศุทธ์ #เสรีรวมไทย #โควิด_19 #เราไม่ทิ้งกัน
","หมอ|หัวใจ|ประชาธิปไตย|จาก|เสรี|รวม|ไทย|จะ|ไม่|ทน|!|นพ.|เร|วัต|อดีต|รองอธิบดี|กรมการแพทย์|สส.|เสรี|รวม|ไทย|เตือน|หมอ|อย่า|ตกเป็น|เครื่องมือ|รัฐบาล|ที่|เอา|ความเห็น|ของ|หมอ|มา|อ้าง|เพื่อ|ใช้อำนาจ|เผด็จการ|กับ|ประชาชน|#|เสรี|พิศุทธ์|#|เสรี|รวม|ไทย|#|โค|วิด|_|19|#|เรา|ไม่|ทิ้ง|กัน|
",57,44
0.45923718574525235,0.5218174473666417,0.015338525259040324,0.0036068416290654997,neu,test,"ก็ในเมื่อรัฐบาลไม่มาเหลียวแล พวกเราก็ต้องลุกขึ้นมาทำอะไรสักอย่างให้สมกับที่สืบเชื้อสายมาจากชาวแอสการ์ด!
(อ้างอิงจากนางมากาเร็ต แมคเคนซี่ที่ฟังมาจากย่าทวดที่รู้มาจากทวดอีกที)

คนในชุมชนเลยร่วมแรงร่วมใจกันทำทุกทางเพื่อให้นักท่องเที่ยวเข้ามาเยี่ยมชมพื้นที่อันสวยสดงดงามของพวกเขา

⇒ ","ก็|ใน|เมื่อ|รัฐบาล|ไม่|มา|เหลียวแล|พวกเรา|ก็|ต้อง|ลุกขึ้น|มา|ทำ|อะไร|สัก|อย่าง|ให้|สม|กับ|ที่|สืบเชื้อสาย|มาจาก|ชาว|แอ|สกา|ร์ด!|
|(|อ้างอิง|จาก|นาง|มา|กา|เร็ต|แมค|เคน|ซี่|ที่|ฟัง|มาจาก|ย่าทวด|ที่|รู้|มาจาก|ทวด|อีกที|)|
|
|คนใน|ชุมชน|เลย|ร่วมแรงร่วมใจ|กัน|ทำ|ทุก|ทาง|เพื่อให้|นักท่องเที่ยว|เข้ามา|เยี่ยมชม|พื้นที่|อัน|สวย|สด|งดงาม|ของ|พวกเขา|
|
|⇒",71,59
0.46572249009591177,0.5003637733564297,0.022661071031314428,0.011252665516344181,neu,test,@travelalltime ก็เขาเป็นกระบอกเสียงให้ได้ป่ะ แล้วมาแจกจะได้หน้าไม่ได้หน้ามีใครเสียหายหรอ อ่อถ้ามีก็คงก็มีแต่รัฐบาลส้นตีนนี่แหละ แล้วเงินเขาจะให้ไม่ให้คุณเป็นเดือดเป็นร้อนอะไรอะ,@|travelalltime|ก็|เขา|เป็น|กระบอกเสียง|ให้|ได้|ป่ะ|แล้ว|มา|แจก|จะ|ได้หน้า|ไม่|ได้หน้า|มี|ใคร|เสียหาย|หรอ|อ่อ|ถ้า|มี|ก็|คง|ก็|มี|แต่|รัฐบาล|ส้นตีน|นี่แหละ|แล้ว|เงิน|เขา|จะ|ให้|ไม่|ให้|คุณ|เป็น|เดือด|เป็น|ร้อน|อะไร|อะ,45,32
0.19498301080658573,0.7724132203959649,0.02679813747400065,0.005805631323448744,neu,test,"""คุณปลื้ม""แรงได้อีก ตามจิกรัฐบาลขังเด็กไว้ในบ้านอย่างไม่มีเหตุผล ","""|คุณ|ปลื้ม|""|แรง|ได้|อีก|ตาม|จิก|รัฐบาล|ขัง|เด็ก|ไว้|ใน|บ้าน|อย่างไม่มีเหตุผล",16,15
0.4081186203665598,0.25139821324148665,0.3333437228388031,0.0071394435531504825,neg,test,การฟอลโล่ทวิตที่หลากหลายแนว ในแอคเดียวบางทีทำให้อารมณ์แปรปรวนได้ง่ายๆ เลยนะ บางที ความปสดบ้าง ความน่ารำคาญสดใสของศิลปินที่เราชอบ รัฐบาลเฮงซวย วิธีขยายพันธ์พืชก็ได้ การเงิน เศรษฐกิจกิจ เลือกตามแต่ความคิดดีๆ ก็รู้สึกดีในการกำลังหาคำตอบให้ตัวเองไปไหนตัว,การ|ฟอ|ล|โล่|ทวิ|ต|ที่|หลากหลาย|แนว|ใน|แอ|ค|เดียว|บางที|ทำให้|อารมณ์|แปรปรวน|ได้|ง่ายๆ|เลย|นะ|บางที|ความ|ปสด|บ้าง|ความ|น่ารำคาญ|สดใส|ของ|ศิลปิน|ที่|เรา|ชอบ|รัฐบาล|เฮงซวย|วิธี|ขยาย|พันธ์|พืช|ก็ได้|การเงิน|เศรษฐกิจ|กิจ|เลือก|ตามแต่|ความคิด|ดี|ๆ|ก็|รู้สึก|ดี|ใน|การ|กำลัง|หา|คำตอบ|ให้|ตัวเอง|ไป|ไหน|ตัว,61,55
0.6313589749014291,0.30235460429916455,0.06364030948883728,0.002646111310569083,neg,test,คนที่สมควรโดนด่ามากที่สุดคืออีรัฐบาลเฮงซวยค่ะ อย่ามาด่ากันเองเลย,คน|ที่|สมควร|โดน|ด่า|มาก|ที่สุด|คือ|อี|รัฐบาล|เฮงซวย|ค่ะ|อย่า|มา|ด่า|กันเอง|เลย,17,16
0.25392493779836994,0.5996965401307125,0.14246817608204426,0.00391034598887325,neu,test,"""สุชาติ​​"" ชงรัฐบาลเปิดโรงเรียน ชี้โควิดระบาดต่ำมาก | สยามรัฐ ","""|สุ|ชาติ|​​""|ชง|รัฐบาล|เปิด|โรงเรียน|ชี้|โค|วิด|ระบาด|ต่ำ|มาก|||สยาม|รัฐ",18,17
0.602604068185226,0.2665940401726541,0.1253773774222518,0.005424514219868006,neg,test,ถ้ารัฐบาลอยากใช้อาวุธขนาดนี้ กูแนะนำให้ไปเล่นเกมส์ เกมส์เดี๋ยวนี้คือครอบคลุมมาก กระสุนนี้เดินเก็บตามพื้นไม่ต้องซื้อเลย ลองดู ,ถ้า|รัฐบาล|อยาก|ใช้|อาวุธ|ขนาด|นี้|กู|แนะนำ|ให้|ไป|เล่น|เกมส์|เกมส์|เดี๋ยวนี้|คือ|ครอบคลุม|มาก|กระสุน|นี้|เดิน|เก็บ|ตาม|พื้น|ไม่ต้อง|ซื้อ|เลย|ลองดู,28,26
0.4937374803218299,0.46828067137511153,0.033781012037511916,0.004200836265546668,neg,test,กุก็ลืมไปว่าค่ายให้ไม่ได้แต่รัฐบาลให้ได้ ไม่นับงานของรัฐบาลได้ไหมล่ะ จึ้ย,กุ|ก็|ลืม|ไป|ว่า|ค่าย|ให้|ไม่ได้|แต่|รัฐบาล|ให้|ได้|ไม่|นับ|งาน|ของ|รัฐบาล|ได้|ไหม|ล่ะ|จึ้ย,21,18
0.2871258030329043,0.4742617042272707,0.23407229835596277,0.004540194383862161,neu,test,"""สุชาติ​​"" ชงรัฐบาลเปิดโรงเรียน ชี้โควิดระบาดต่ำมาก ","""|สุ|ชาติ|​​""|ชง|รัฐบาล|เปิด|โรงเรียน|ชี้|โค|วิด|ระบาด|ต่ำ|มาก",14,14
0.38152193347328184,0.5886452232543123,0.0231170105383639,0.006715832734041981,neu,test,"แค่นี้ยังวุ่นวาย จะทำประชาชนซวยอีก แบบนี้หรอที่จะมาเป็นรัฐบาล แจกเงินไม่กี่พันคนยังวุ่นได้ขนาดนี้ แต่ละคนฉลาดกันจริง ๆ

#คณะขอทาน #คณะก้าวหน้าขอทาน #คณะกาวหนาหน้าด้าน #คณะก้าวหน้า ","แค่นี้|ยัง|วุ่นวาย|จะ|ทำ|ประชาชน|ซวย|อีก|แบบนี้|หรอ|ที่จะ|มา|เป็น|รัฐบาล|แจก|เงิน|ไม่|กี่|พัน|คน|ยัง|วุ่น|ได้ขนาด|นี้|แต่ละคน|ฉลาด|กัน|จริง|ๆ|
|
|#|คณะ|ขอทาน|#|คณะ|ก้าวหน้า|ขอทาน|#|คณะ|กาว|หนา|หน้าด้าน|#|คณะ|ก้าวหน้า",46,36
0.5997020268926176,0.39040167761128103,0.00820011040671495,0.0016961850893864286,neg,test,ขวิตไม่ได้เหรอ. รัฐบาลกินเงินภาษีประชาชนเจ้าของประเทศ. จ้างหมาเฝ้ายามมึง. ดังนั้นมึงก็รับเงินจากภาษีประชาชนเหมือนมัน ,ข|วิ|ต|ไม่ได้|เห|รอ.|รัฐบาล|กิน|เงิน|ภาษี|ประชาชน|เจ้าของ|ประเทศ|.|จ้าง|หมา|เฝ้ายาม|มึง|.|ดังนั้น|มึง|ก็|รับเงิน|จาก|ภาษี|ประชาชน|เหมือน|มัน,28,24
0.07616544568153391,0.6084321498975137,0.03317184733445084,0.28223055708650163,neu,test,"เสรีหอบเงินล้าน
เอาเงินเดือนตัวเองแจกชาวบ้าน
มีพรรคร่วมรัฐบาลหรือสว.คนไหน
กล้าทำบ้างมั้ยค่ะ","เสรี|หอบ|เงิน|ล้าน|
|เอา|เงินเดือน|ตัวเอง|แจก|ชาวบ้าน|
|มี|พรรคร่วมรัฐบาล|หรือ|สว|.คน|ไหน|
|กล้า|ทำ|บ้าง|มั้ย|ค่ะ",23,21
0.45925367595704725,0.49812880330189085,0.027740719378020716,0.014876801363041236,neu,test,@WolfBlo66112609 @WasanaWW เฟคนิวเยอะ ใครๆก็ทำข้อมูลปลอมโพสลวเวปได้คะ..Google เชื่อไม่ได้ร้อย% ปัญญาชนก่อนจะเชื่ออะไร ต้องหาจากแหล่งที่เชื่อถือได้ ไม่ใช้ใครจะเอาอะไรมายัดลงสมองก็ต้องเชื่อเขาทั้งหมด เรากลัวข่าวปลอมช่วยอนุเคราะห์ข้อเท็จจริงของรัฐบาลให้เราที เผื่อเราจะตาสว่าง,@|wolfblo|66112609|@|wasanaww|เฟค|นิว|เยอะ|ใครๆ|ก็|ทำ|ข้อมูล|ปลอม|โพส|ลวเวป|ได้|คะ|..|google|เชื่อ|ไม่ได้|ร้อย|%|ปัญญาชน|ก่อน|จะ|เชื่อ|อะไร|ต้องหา|จาก|แหล่ง|ที่เชื่อถือได้|ไม่|ใช้|ใคร|จะ|เอา|อะไร|มา|ยัด|ลง|สมอง|ก็|ต้อง|เชื่อ|เขา|ทั้งหมด|เรา|กลัว|ข่าว|ปลอม|ช่วย|อนุเคราะห์|ข้อเท็จจริง|ของ|รัฐบาล|ให้|เรา|ที|เผื่อ|เรา|จะ|ตา|สว่าง,64,54
0.2190841828512156,0.7329300164132057,0.043466416860100304,0.004519383875478385,neu,test,"ประวัติศาสตร์อันมั่วซั่วของคิลมอร์วิลเลจถูกเล่าอย่างผิดๆถูกๆจากคนรุ่นแล้วรุ่นเล่า
กาลเวลาผ่านไปจนถึงยุคปัจจุบัน พวกเขาต่างก็เพิ่งตระหนักถึงความอิกนอแร๊นท์อันสมบูรณ์แบบที่ได้รับจากรัฐบาล

อุ๊ปส์

⇒","ประวัติศาสตร์|อัน|มั่วซั่ว|ของ|คิลมอร์|วิ|ลเลจ|ถูก|เล่า|อย่าง|ผิด|ๆ|ถูกๆ|จาก|คน|รุ่น|แล้ว|รุ่น|เล่า|
|กาลเวลา|ผ่าน|ไป|จนถึง|ยุคปัจจุบัน|พวกเขา|ต่าง|ก็|เพิ่ง|ตระหนักถึง|ความ|อิก|นอ|แร๊นท์|อัน|สมบูรณ์แบบ|ที่|ได้รับ|จาก|รัฐบาล|
|
|อุ๊ปส์|
|
|⇒",46,38
0.20930962761649055,0.7320363811036141,0.04528862701555532,0.013365364264339994,neu,test,@Oxidane13 เห็นด้วย รัฐบาลทำงานวันต่อวันจริงๆ ร้านค้าก็ถาม เราก็ตอบไม่ได้ จะแจ้งจะทำประกาศอะไรก็ทำล่วงหน้าไม่ได้ ไหนจะเวลาที่ต้องใช้ผลิตงานอีก รัฐควรคิดล่วงหน้ามั้ย ประกาศล่วงหน้ามั้ย ไม่ใช่มาทำอะไรวันต่อวันแบบนี้,@|oxidane|13|เห็นด้วย|รัฐบาล|ทำงาน|วัน|ต่อ|วัน|จริงๆ|ร้านค้า|ก็|ถาม|เรา|ก็|ตอบ|ไม่ได้|จะแจ้ง|จะ|ทำ|ประกาศ|อะไร|ก็|ทำ|ล่วงหน้า|ไม่ได้|ไหน|จะ|เวลา|ที่|ต้อง|ใช้|ผลิต|งาน|อีก|รัฐ|ควร|คิด|ล่วงหน้า|มั้ย|ประกาศ|ล่วงหน้า|มั้ย|ไม่ใช่|มา|ทำ|อะไร|วัน|ต่อ|วัน|แบบนี้,51,36
